pubchem_sid	brd_id
375164677	BRD-K03131018-001-01-3
375164676	BRD-K34741278-001-06-6
375164675	BRD-K02384652-001-01-0
375164674	BRD-K33025656-001-01-8
375164673	BRD-K47411462-001-01-8
375164672	BRD-K66293852-001-01-4
375164671	BRD-K56066274-001-01-6
375164670	BRD-K71976007-001-01-1
375164669	BRD-K87149628-001-01-6
375164668	BRD-K02754229-001-01-8
375164667	BRD-K69194192-001-01-0
375164666	BRD-K39666127-001-01-4
375164665	BRD-K26072744-001-01-3
375164664	BRD-K01951931-001-01-0
375164663	BRD-K08836091-001-01-2
375164662	BRD-A26318243-001-01-8
375164661	BRD-K75631384-001-07-8
375164660	BRD-K30285000-001-01-4
375164659	BRD-A98261609-001-07-8
375164658	BRD-K03586120-001-01-3
375164657	BRD-K97230822-001-01-6
375164656	BRD-K91926264-001-01-0
375164655	BRD-K55776930-001-01-7
375164654	BRD-K19676470-001-01-0
375164653	BRD-K94094339-001-01-5
375164652	BRD-K78976640-001-01-7
375164651	BRD-K33714791-001-01-3
375164650	BRD-K43707890-001-01-5
375164649	BRD-K99959147-001-01-6
375164648	BRD-K94563800-001-01-9
375164647	BRD-K05327163-001-01-8
375164646	BRD-K11955063-001-01-9
375164645	BRD-K48441191-001-01-2
375164644	BRD-K00754741-001-01-9
375164643	BRD-K76459706-001-01-7
375164642	BRD-K68548924-001-01-3
375164641	BRD-K45956630-001-01-1
375164640	BRD-K68962377-001-01-8
375164639	BRD-K29889835-001-01-7
375164638	BRD-K87512732-001-01-8
375164637	BRD-K48138438-001-01-7
375164636	BRD-A26313762-001-01-0
375164635	BRD-K13657787-001-01-4
375164634	BRD-A56227514-001-01-6
375164633	BRD-K62248432-001-01-1
375164632	BRD-K72375366-001-01-0
375164631	BRD-K23934313-001-01-8
375164630	BRD-K03173764-001-01-1
375164629	BRD-K68607139-001-01-8
375164628	BRD-K25489475-001-01-5
375164627	BRD-K67135389-001-01-8
375164626	BRD-K55147353-001-01-9
375164625	BRD-K70943631-001-01-6
375164624	BRD-K47476375-001-01-7
375164623	BRD-K43779368-001-01-7
375164622	BRD-K87171935-001-01-8
375164621	BRD-K09831001-001-01-1
375164620	BRD-K11266269-001-01-3
375164619	BRD-K96430352-001-01-1
375164618	BRD-K17178428-001-01-2
375164617	BRD-K90563281-001-01-1
375164616	BRD-K24329265-001-01-8
375164615	BRD-A22096648-001-01-5
375164614	BRD-K82852819-001-01-9
375164613	BRD-K31244807-001-01-5
375164612	BRD-K42902868-001-01-1
375164611	BRD-K47690372-001-01-6
375164610	BRD-K34646192-001-01-1
375164609	BRD-A62243296-001-01-9
375164608	BRD-A54363667-001-01-6
375164607	BRD-A43857162-001-01-1
375164606	BRD-A17849887-001-01-4
375164605	BRD-K68803683-001-01-3
375164604	BRD-A18579078-001-01-5
375164603	BRD-K65468481-001-01-2
375164602	BRD-K71739836-001-01-0
375164601	BRD-K58304584-001-01-4
375164600	BRD-K61540884-001-01-5
375164599	BRD-K74125044-001-01-7
375164598	BRD-K02450786-001-01-8
375164597	BRD-K96097759-001-01-7
375164596	BRD-K66842481-001-01-7
375164595	BRD-A07240029-001-01-7
375164594	BRD-K74243810-001-01-0
375164593	BRD-A14238493-001-01-9
375164592	BRD-A96570340-001-01-1
375164591	BRD-K21120733-001-01-8
375164590	BRD-K53543477-001-01-2
375164589	BRD-K11505298-001-01-9
375164588	BRD-K45126086-001-01-0
375164587	BRD-K01939540-001-01-8
375164586	BRD-K77060606-001-01-3
375164585	BRD-K38906517-001-01-3
375164584	BRD-K94766358-001-01-4
375164583	BRD-K77384623-001-01-6
375164582	BRD-K79637886-001-01-7
375164581	BRD-K05782040-001-01-3
375164580	BRD-A63368126-001-01-9
375164579	BRD-K08590557-001-01-2
375164578	BRD-K52571268-001-01-7
375164577	BRD-K68883482-001-01-8
375164576	BRD-K08508665-001-01-3
375164575	BRD-A30192738-001-01-3
375164574	BRD-K86595499-001-01-7
375164573	BRD-K03596294-001-01-2
375164572	BRD-K79460128-001-01-2
375164571	BRD-K12684124-001-01-1
375164570	BRD-K56532314-001-01-9
375164569	BRD-K21032242-001-01-9
375164568	BRD-K47362783-001-01-5
375164567	BRD-K43093545-001-01-9
375164566	BRD-K06921596-001-01-4
375164565	BRD-K48003633-001-01-6
375164564	BRD-K70350206-001-01-9
375164563	BRD-K58032455-001-01-7
375164562	BRD-K39744246-001-01-5
375164561	BRD-A96329699-001-01-9
375164560	BRD-A93925911-001-01-9
375164559	BRD-K46285534-001-01-1
375164558	BRD-K25907829-001-01-9
375164557	BRD-K89834940-001-01-2
375164556	BRD-K15459890-001-01-7
375164555	BRD-K68400795-001-01-3
375164554	BRD-K48404712-001-01-0
375164553	BRD-K72027802-001-01-9
375164552	BRD-K79480944-001-01-2
375164551	BRD-K94997456-001-01-6
375164550	BRD-K02957901-001-01-2
375164549	BRD-K96477397-001-01-9
375164548	BRD-K26838934-001-01-7
375164547	BRD-K41282475-001-01-4
375164546	BRD-K94892159-001-01-9
375164545	BRD-K36897670-001-01-9
375164544	BRD-K85824439-001-01-5
375164543	BRD-K41239098-001-01-1
375164542	BRD-K24141140-001-01-8
375164541	BRD-K57508282-001-01-6
375164540	BRD-A53404998-001-01-9
375164539	BRD-K60974278-001-01-1
375164538	BRD-K82296852-001-01-7
375164537	BRD-A59109513-001-01-4
375164536	BRD-K27458476-001-01-7
375164535	BRD-K00369048-001-01-6
375164534	BRD-K39363250-001-01-7
375164533	BRD-K30040410-001-01-7
375164532	BRD-K79430170-001-01-2
375164531	BRD-K55133615-001-01-3
375164530	BRD-K68515378-001-01-3
375164529	BRD-K82209153-001-01-6
375164528	BRD-K45691153-001-01-1
375164527	BRD-K10431228-001-01-4
375164526	BRD-K54265073-001-01-9
375164525	BRD-K92250293-001-01-9
375164524	BRD-K92992412-001-01-2
375164523	BRD-K46969751-001-01-6
375164522	BRD-K03807368-001-01-4
375164521	BRD-K92889858-001-01-1
375164520	BRD-K85334240-001-01-4
375164519	BRD-K88067875-001-01-9
375164518	BRD-K69361486-001-01-0
375164517	BRD-K98397968-001-01-6
375164516	BRD-K39060848-001-01-8
375164515	BRD-K91803212-001-02-2
375164514	BRD-K00949398-001-01-1
375164513	BRD-K49280728-001-01-5
375164512	BRD-K41659691-001-01-1
375164511	BRD-K37506730-001-01-3
375164510	BRD-K25680947-001-01-9
375164509	BRD-K12006131-001-01-8
375164508	BRD-K40948836-001-01-5
375164507	BRD-K84533642-001-01-6
375164506	BRD-K91809843-001-01-8
375164505	BRD-K24699038-001-01-0
375164504	BRD-K10458039-001-01-6
375164503	BRD-K29697975-001-01-4
375164502	BRD-K93990505-001-01-3
375164501	BRD-K37049765-001-01-2
375164500	BRD-K77855655-001-01-6
375164499	BRD-K71450233-001-01-3
375164498	BRD-K34783146-001-01-9
375164497	BRD-K30321952-001-01-5
375164496	BRD-K26381950-001-01-7
375164495	BRD-K13105915-001-01-9
375164494	BRD-K15557730-001-01-2
375164493	BRD-K60282939-001-01-0
375164492	BRD-K05536483-001-01-7
375164491	BRD-K69012515-001-01-4
375164490	BRD-K16123130-001-01-8
375164489	BRD-K01940637-001-01-0
375164488	BRD-K13583187-001-01-8
375164487	BRD-K15550596-001-01-0
375164486	BRD-K86253091-001-01-5
375164485	BRD-A07847616-001-01-8
375164484	BRD-K71027279-001-01-4
375164483	BRD-K58025308-001-01-0
375164482	BRD-K32934428-001-02-7
375164481	BRD-K66353787-001-01-6
375164480	BRD-K48792890-001-01-2
375164479	BRD-K76292757-001-01-0
375164478	BRD-K47166401-001-01-2
375164477	BRD-K63182852-001-01-2
375164476	BRD-K73893599-001-01-0
375164475	BRD-K51663761-001-01-5
375164474	BRD-K85810947-001-01-9
375164473	BRD-A05000584-001-01-4
375164472	BRD-A55979374-001-01-2
375164471	BRD-K94245776-001-01-3
375164470	BRD-A83542040-001-01-8
375164469	BRD-K27683700-001-01-8
375164468	BRD-A32878219-001-01-3
375164467	BRD-K44851458-001-01-4
375164466	BRD-K08778929-001-01-4
375164465	BRD-A69396598-001-01-3
375164464	BRD-K22260118-001-01-6
375164463	BRD-K49409543-001-01-3
375164462	BRD-K89292448-001-01-0
375164461	BRD-A82803068-001-01-2
375164460	BRD-K01290469-001-01-3
375164459	BRD-A92748896-001-01-5
375164458	BRD-K83942978-001-01-4
375164457	BRD-K79673893-001-01-3
375164456	BRD-A57236521-001-01-7
375164455	BRD-K16558611-001-01-3
375164454	BRD-K37745670-001-01-9
375164453	BRD-K28612197-001-01-6
375164452	BRD-K76753503-001-01-8
375164451	BRD-K33186114-001-01-4
375164450	BRD-K41699766-001-01-7
375164449	BRD-K70235331-001-01-0
375164448	BRD-K35804039-001-01-2
375164447	BRD-K77870694-001-01-8
375164446	BRD-K85767881-001-01-9
375164445	BRD-K92966622-001-01-2
375164444	BRD-K67396714-001-01-2
375164443	BRD-K80426355-001-01-4
375164442	BRD-A37443727-001-01-6
375164441	BRD-K91733164-001-01-1
375164440	BRD-A83724465-001-01-8
375164439	BRD-K44641144-001-01-9
375164438	BRD-K17935700-001-01-4
375164437	BRD-K37164242-001-01-2
375164436	BRD-K91635433-001-01-3
375164435	BRD-K26519453-001-01-4
375164434	BRD-K46639317-001-01-2
375164433	BRD-K76007451-001-01-1
375164432	BRD-K74650964-001-01-0
375164431	BRD-K72126247-001-01-2
375164430	BRD-K76674729-001-01-4
375164429	BRD-K29458453-001-01-2
375164428	BRD-K59178621-001-01-6
375164427	BRD-K88241274-001-01-7
375164426	BRD-K40099390-001-01-5
375164425	BRD-K94947942-001-01-3
375164424	BRD-K85373443-001-01-7
375164423	BRD-K89397788-001-01-5
375164422	BRD-K37452600-001-01-7
375164421	BRD-K57603475-001-01-2
375164420	BRD-K35203038-001-01-8
375164419	BRD-K33446524-001-01-6
375164418	BRD-K68831414-001-01-0
375164417	BRD-K24012421-001-01-1
375164416	BRD-K60367000-001-01-3
375164415	BRD-K90574958-001-01-0
375164414	BRD-K30300394-001-01-5
375164413	BRD-K84333470-001-01-8
375164412	BRD-K86764196-001-01-5
375164411	BRD-K79446113-001-01-8
375164410	BRD-K87629237-001-01-0
375164409	BRD-K59855558-001-01-6
375164408	BRD-K39714938-001-01-1
375164407	BRD-K92005011-001-01-8
375164406	BRD-K00058334-001-01-8
375164405	BRD-K62493255-001-01-7
375164404	BRD-K36125861-001-01-4
375164403	BRD-K55370086-001-01-1
375164402	BRD-K65559716-001-01-5
375164401	BRD-K92619655-001-01-7
375164400	BRD-K14678116-001-01-1
375164399	BRD-K92907222-001-01-0
375164398	BRD-K58480015-001-01-1
375164397	BRD-K93580774-001-01-6
375164396	BRD-K49221588-001-01-8
375164395	BRD-K68836379-001-01-2
375164394	BRD-K94710609-001-01-9
375164393	BRD-K56643911-001-01-1
375164392	BRD-K66140293-001-01-4
375164391	BRD-K87264134-001-01-0
375164390	BRD-K94604412-001-01-1
375164389	BRD-K62572190-001-01-6
375164388	BRD-K18671987-001-01-8
375164387	BRD-K78501480-001-01-6
375164386	BRD-K05014443-001-01-4
375164385	BRD-K80475437-001-01-3
375164384	BRD-K41597569-001-01-2
375164383	BRD-K31117968-001-01-8
375164382	BRD-K74539704-001-01-0
375164381	BRD-K41815370-001-01-7
375164380	BRD-K36546099-001-01-5
375164379	BRD-K99539894-001-01-1
375164378	BRD-K94945481-001-01-4
375164377	BRD-K26566825-001-01-6
375164376	BRD-K11950148-001-01-9
375164375	BRD-K59111164-001-01-0
375164374	BRD-K07493908-001-01-6
375164373	BRD-K22487307-001-01-6
375164372	BRD-K18404322-001-01-8
375164371	BRD-K30015244-001-01-1
375164370	BRD-K61346181-001-01-7
375164369	BRD-K81395047-001-01-4
375164368	BRD-K39792261-001-01-4
375164367	BRD-K84579686-001-01-6
375164366	BRD-K49231816-001-01-1
375164365	BRD-K41117608-001-01-2
375164364	BRD-K67652389-001-01-2
375164363	BRD-K12987673-001-01-3
375164362	BRD-K09273416-001-01-5
375164361	BRD-K13938238-001-01-3
375164360	BRD-K91940148-001-01-3
375164359	BRD-K41651009-001-01-5
375164358	BRD-K40441457-001-01-9
375164357	BRD-K38735391-001-01-7
375164356	BRD-K99947608-001-01-3
375164355	BRD-K77208306-001-01-1
375164354	BRD-K54891064-001-01-3
375164353	BRD-K51399875-001-01-9
375164352	BRD-K31342470-001-01-3
375164351	BRD-K86949273-001-01-8
375164350	BRD-K73883573-001-01-1
375164349	BRD-A85010568-001-01-6
375164348	BRD-K90996950-001-01-3
375164347	BRD-K56456810-001-01-0
375164346	BRD-A43003438-001-01-0
375164345	BRD-K07501267-001-01-1
375164344	BRD-A84263625-001-01-3
375164343	BRD-A69226782-001-01-8
375164342	BRD-K41332332-001-01-0
375164341	BRD-K60487515-001-01-7
375164340	BRD-K49317947-001-01-0
375164339	BRD-K66693169-001-01-3
375164338	BRD-A55850300-001-01-4
375164337	BRD-K37023435-001-01-7
375164336	BRD-A41546245-001-01-3
375164335	BRD-K93630459-001-01-1
375164334	BRD-A41354506-001-01-6
375164333	BRD-K91739017-001-01-7
375164332	BRD-K91789700-001-01-4
375164331	BRD-K92138383-001-01-7
375164330	BRD-K25802638-001-01-3
375164329	BRD-K31717818-001-01-7
375164328	BRD-K45965227-001-01-1
375164327	BRD-K83546409-001-01-2
375164326	BRD-K25136122-001-01-9
375164325	BRD-K90780327-001-01-7
375164324	BRD-K87739502-001-01-5
375164323	BRD-K04676232-001-01-6
375164322	BRD-K17688192-001-01-4
375164321	BRD-A72228438-001-01-7
375164320	BRD-K24839371-001-01-7
375164319	BRD-A00888600-001-01-7
375164318	BRD-K41733643-001-01-3
375164317	BRD-A20691408-001-01-5
375164316	BRD-K60882102-001-01-8
375164315	BRD-K66317882-001-01-5
375164314	BRD-K13351809-001-01-8
375164313	BRD-K73852074-001-01-0
375164312	BRD-K05260127-001-01-6
375164311	BRD-K62658601-001-01-6
375164310	BRD-K51809007-001-01-8
375164309	BRD-K68411032-001-01-3
375164308	BRD-K83503896-001-01-3
375164307	BRD-K19863097-001-01-7
375164306	BRD-K09903645-001-01-0
375164305	BRD-K13219243-001-01-1
375164304	BRD-K03862258-001-01-2
375164303	BRD-K22469191-001-01-3
375164302	BRD-A50832465-001-01-8
375164301	BRD-K37104361-001-01-3
375164300	BRD-K32284381-001-01-4
375164299	BRD-K15098975-001-01-1
375164298	BRD-K19100371-001-01-1
375164297	BRD-K91156362-001-01-5
375164296	BRD-K40042698-001-01-4
375164295	BRD-K31130056-001-01-4
375164294	BRD-K98276636-001-01-4
375164293	BRD-K60946065-001-01-6
375164292	BRD-K01005613-001-01-0
375164291	BRD-K68247062-001-01-4
375164290	BRD-K67038352-001-01-7
375164289	BRD-K13776560-001-01-5
375164288	BRD-K88211649-001-01-8
375164287	BRD-K27080661-001-01-4
375164286	BRD-K69391729-001-01-4
375164285	BRD-K15556941-001-01-9
375164284	BRD-K03006483-001-01-3
375164283	BRD-K20979290-001-01-3
375164282	BRD-K70893333-001-01-4
375164281	BRD-K99019253-001-01-9
375164280	BRD-K21539467-001-01-1
375164279	BRD-K53578756-001-01-0
375164278	BRD-K38559941-001-01-6
375164277	BRD-A03946931-001-01-0
375164276	BRD-K71061300-001-01-6
375164275	BRD-K82492593-001-01-6
375164274	BRD-A46881060-001-01-1
375164273	BRD-K71571325-001-01-5
375164272	BRD-K92580277-001-01-9
375164271	BRD-K81633119-001-01-1
375164270	BRD-A64331810-001-01-7
375164269	BRD-K53714355-001-01-6
375164268	BRD-K89791573-001-01-8
375164267	BRD-K45100465-001-01-6
375164266	BRD-K71169705-001-01-8
375164265	BRD-K93797254-001-01-5
375164264	BRD-K89888734-001-01-8
375164263	BRD-K39850721-001-01-4
375164262	BRD-K55341681-001-01-1
375164261	BRD-A94459410-001-01-4
375164260	BRD-K03195402-001-01-2
375164259	BRD-K76052189-001-01-6
375164258	BRD-K45411209-001-01-8
375164257	BRD-K47290690-001-01-0
375164256	BRD-K60398294-001-01-3
375164255	BRD-K58002992-001-01-0
375164254	BRD-K26207751-001-01-5
375164253	BRD-K84232822-001-01-7
375164252	BRD-K24765019-001-01-2
375164251	BRD-K19478290-001-01-9
375164250	BRD-K45130769-001-01-6
375164249	BRD-K92548943-001-01-0
375164248	BRD-K08651226-001-01-3
375164247	BRD-K11406299-001-01-9
375164246	BRD-K09407167-001-01-0
375164245	BRD-K67389303-001-01-4
375164244	BRD-K27386074-001-01-6
375164243	BRD-K18983144-001-01-7
375164242	BRD-K72309795-001-01-0
375164241	BRD-K76538121-001-01-5
375164240	BRD-K11251301-001-01-5
375164239	BRD-K68689488-001-01-3
375164238	BRD-K37433064-001-01-6
375164237	BRD-K73341384-001-01-9
375164236	BRD-A37741630-001-01-9
375164235	BRD-K27513627-001-01-7
375164234	BRD-K77548552-001-01-1
375164233	BRD-K62556405-001-01-0
375164232	BRD-A91454562-001-01-4
375164231	BRD-K12019326-001-01-6
375164230	BRD-K09807095-001-01-8
375164229	BRD-K07933778-001-01-8
375164228	BRD-K97517618-001-01-4
375164227	BRD-K40349207-001-01-7
375164226	BRD-K47025952-001-01-3
375164225	BRD-K54677761-001-01-2
375164224	BRD-K07765367-001-01-1
375164223	BRD-K14666395-001-01-8
375164222	BRD-K30370512-001-01-5
375164221	BRD-K97481046-001-01-5
375164220	BRD-K59653969-001-01-8
375164219	BRD-K74096264-001-01-3
375164218	BRD-K19159979-001-01-3
375164217	BRD-K88300448-001-01-2
375164216	BRD-K95273568-001-01-6
375164215	BRD-K25700260-001-01-4
375164214	BRD-K49825547-001-01-6
375164213	BRD-K88172697-001-01-3
375164212	BRD-K81458003-001-01-2
375164211	BRD-K72910109-001-01-6
375164210	BRD-K86630115-001-01-6
375164209	BRD-K85072477-001-01-4
375164208	BRD-K67308851-001-01-0
375164207	BRD-K33907530-001-01-9
375164206	BRD-K42986993-001-01-2
375164205	BRD-K34097770-001-01-7
375164204	BRD-K15371838-001-01-9
375164203	BRD-K84491476-001-01-8
375164202	BRD-K86200795-001-01-5
375164201	BRD-K32206699-001-01-4
375164200	BRD-K79417454-001-01-6
375164199	BRD-K97332260-001-01-9
375164198	BRD-K71839833-001-01-1
375164197	BRD-K72135955-001-01-5
375164196	BRD-K30463748-001-02-2
375164195	BRD-K60107487-001-01-5
375164194	BRD-K53991213-001-01-2
375164193	BRD-K42826308-001-01-0
375164192	BRD-A53003386-001-01-9
375164191	BRD-K70388215-001-01-8
375164190	BRD-A07497577-001-01-9
375164189	BRD-K12739634-001-01-6
375164188	BRD-K69724868-001-01-7
375164187	BRD-K27885035-001-01-5
375164186	BRD-K50050787-001-01-6
375164185	BRD-K11953480-001-01-9
375164184	BRD-K68452463-001-01-5
375164183	BRD-K09589050-001-01-5
375164182	BRD-K60630977-001-01-3
375164181	BRD-K31693721-001-01-6
375164180	BRD-K94968858-001-01-1
375164179	BRD-K61300215-001-01-4
375164178	BRD-K39995980-001-01-3
375164177	BRD-K47975602-001-01-3
375164176	BRD-K48523897-001-01-4
375164175	BRD-A26573618-001-01-5
375164174	BRD-K86046890-001-01-6
375164173	BRD-A01671427-001-01-7
375164172	BRD-K20473801-001-01-9
375164171	BRD-K85554018-001-01-7
375164170	BRD-K08601658-001-01-5
375164169	BRD-K76046866-001-01-8
375164168	BRD-K42309429-001-01-1
375164167	BRD-K73637806-001-01-0
375164166	BRD-A89530762-001-01-3
375164165	BRD-K06311640-001-01-4
375164164	BRD-K45836692-001-01-0
375164163	BRD-K00025699-001-08-1
375164162	BRD-A52612052-001-01-1
375164161	BRD-K63874346-001-01-8
375164160	BRD-K03090669-001-01-3
375164159	BRD-K29854065-001-01-2
375164158	BRD-K32480063-001-01-3
375164157	BRD-K51101620-001-07-4
375164156	BRD-A89520472-001-01-5
375164155	BRD-A14185221-001-01-1
375164154	BRD-K31740653-005-02-6
375164153	BRD-K94218356-001-01-8
375164152	BRD-K05159127-001-01-0
375164151	BRD-K87412746-001-01-5
375164150	BRD-K82157936-001-01-1
375164149	BRD-K62648255-001-01-6
375164148	BRD-K56384677-001-08-1
375164147	BRD-A91819926-001-08-4
375164146	BRD-K75701751-001-01-7
375164145	BRD-K51585402-001-02-3
375164144	BRD-K04752393-001-09-3
375164143	BRD-A41705123-001-01-2
375164142	BRD-A35117378-001-01-0
375164141	BRD-K00191611-001-01-1
375164140	BRD-A43766178-001-01-6
375164139	BRD-K66810474-001-01-3
375164138	BRD-K39365315-001-01-5
375164137	BRD-K20586336-001-01-2
375164136	BRD-A19201711-001-01-8
375164135	BRD-A66306088-001-01-2
375164134	BRD-K35599254-001-01-6
375164133	BRD-A28160664-001-01-2
375164132	BRD-A52188434-001-01-1
375164131	BRD-K56855785-001-07-1
375164130	BRD-A06797095-004-02-8
375164129	BRD-K33538521-001-01-3
375164128	BRD-K55794915-001-01-9
375164127	BRD-K99363737-001-01-7
375164126	BRD-K10706796-001-01-1
375164125	BRD-K31003883-001-01-2
375164124	BRD-K05031743-001-01-5
375164123	BRD-K90686834-001-01-2
375164122	BRD-K92574765-001-01-1
375164121	BRD-K46399497-001-08-0
375164120	BRD-K87540842-001-02-4
375164119	BRD-K00173874-001-08-6
375164118	BRD-K00428909-001-01-8
375164117	BRD-K52567269-001-01-4
375164116	BRD-K25110993-001-01-0
375164115	BRD-K83429252-001-01-9
375164114	BRD-K69164623-001-01-2
375164113	BRD-A44563862-001-01-7
375164112	BRD-K98315907-001-01-2
375164111	BRD-K39489421-001-01-4
375164110	BRD-K53748424-001-07-8
375164109	BRD-K23960835-001-01-2
375164108	BRD-K88496075-001-01-8
375164107	BRD-K67764659-001-01-8
375164106	BRD-A26645523-001-01-5
375164105	BRD-K99774775-001-01-8
375164104	BRD-K03780387-001-07-7
375164103	BRD-K57402724-001-07-5
375164102	BRD-K86761818-001-01-9
375164101	BRD-K77211551-001-01-7
375164100	BRD-K69792745-001-01-3
375164099	BRD-K15060305-001-07-9
375164098	BRD-K38436450-001-01-0
375164097	BRD-K98420075-001-02-4
375164096	BRD-A03339379-001-01-7
375164095	BRD-K84212289-001-01-5
375164094	BRD-K98276783-001-01-5
375164093	BRD-K39968668-001-01-9
375164092	BRD-K21880174-001-01-3
375164091	BRD-K85031103-001-09-5
375164090	BRD-K91054461-001-01-2
375164089	BRD-K21876297-001-01-3
375164088	BRD-A36453566-001-01-0
375164087	BRD-K31740877-001-01-7
375164086	BRD-K13403015-001-01-7
375164085	BRD-K28318953-001-08-9
375164084	BRD-K09993892-001-01-1
375164083	BRD-K97530316-001-01-2
375164082	BRD-K05070884-001-02-0
375164081	BRD-K13071445-001-01-2
375164080	BRD-K23597978-001-01-9
375164079	BRD-K95498271-001-01-7
375164078	BRD-K72607154-001-08-7
375164077	BRD-A90917042-001-01-1
375164076	BRD-K34934961-001-01-0
375164075	BRD-K24386748-001-07-2
375164074	BRD-K52713726-001-01-1
375164073	BRD-K59920522-001-04-5
375164072	BRD-K30190766-001-08-5
375164071	BRD-K98904034-001-01-9
375164070	BRD-A34536189-001-01-1
375164069	BRD-A62299089-001-01-2
375164068	BRD-K54881101-001-01-9
375164067	BRD-A40020623-001-01-2
375164066	BRD-K32544997-001-01-7
375164065	BRD-K19353287-001-01-9
375164064	BRD-A36728364-001-01-9
375164063	BRD-K24312839-001-01-1
375164062	BRD-A58334936-001-01-8
375164061	BRD-K05781071-001-01-7
375164060	BRD-K55980997-001-01-5
375164059	BRD-K12799665-001-01-2
375164058	BRD-K49256359-001-01-1
375164057	BRD-K06835407-001-01-5
375164056	BRD-A47852097-001-01-8
375164055	BRD-K48456609-001-01-6
375164054	BRD-K91438349-001-02-3
375164053	BRD-K02412801-001-02-7
375164052	BRD-K20059695-001-02-3
375164051	BRD-A58417700-001-02-3
375164050	BRD-K92188227-001-01-2
375164049	BRD-A30673809-001-01-6
375164048	BRD-K26773274-001-01-4
375164047	BRD-K42273310-001-01-1
375164046	BRD-A96990741-001-01-6
375164045	BRD-K83455115-001-01-1
375164044	BRD-K68091694-001-02-0
375164043	BRD-A27175213-001-02-5
375164042	BRD-K65135649-001-01-6
375164041	BRD-K28494619-001-26-6
375164040	BRD-K40966300-001-01-4
375164039	BRD-A47982638-001-02-7
375164038	BRD-K34628092-001-01-0
375164037	BRD-K88945610-001-02-4
375164036	BRD-A85480234-001-01-5
375164035	BRD-K08634450-001-08-1
375164034	BRD-A51900546-001-01-5
375164033	BRD-K04479366-001-01-3
375164032	BRD-K57424724-001-01-2
375164031	BRD-K59751224-001-01-1
375164030	BRD-K81564549-001-11-7
375164029	BRD-A33575030-001-02-9
375164028	BRD-K02951991-001-08-1
375164027	BRD-K94513170-001-07-3
375164026	BRD-A80198928-001-01-9
375164025	BRD-A34599662-001-01-5
375164024	BRD-A16488642-001-07-5
375164023	BRD-A94025483-001-07-2
375164022	BRD-A61041895-001-15-3
375164021	BRD-K67294838-001-01-0
375164020	BRD-A21380820-001-01-4
375164019	BRD-K60599511-001-01-3
375164018	BRD-K36152511-001-01-2
375164017	BRD-K38101839-001-01-2
375164016	BRD-A63438012-001-01-7
375164015	BRD-A09755411-001-01-8
375164014	BRD-K59871687-001-01-7
375164013	BRD-K30144191-001-01-2
375164012	BRD-K75870314-001-01-0
375164011	BRD-K05909858-001-01-3
375164010	BRD-K31249850-001-01-0
375164009	BRD-K88472699-001-01-5
375164008	BRD-K22694559-001-07-9
375164007	BRD-K60200690-001-01-1
375164006	BRD-K40409336-001-01-3
375164005	BRD-K40631564-001-01-5
375164004	BRD-A06403631-001-01-2
375164003	BRD-K49058884-001-08-0
375164002	BRD-K09152985-001-07-9
375164001	BRD-K88740338-001-10-3
375164000	BRD-K31473278-001-01-0
375163999	BRD-A24583408-001-02-8
375163998	BRD-K77415552-001-01-3
375163997	BRD-K18339716-001-01-0
375163996	BRD-K96494289-001-01-5
375163995	BRD-K36710837-001-01-4
375163994	BRD-K60724744-001-01-6
375163993	BRD-K25400835-001-03-3
375163992	BRD-K18636404-001-01-6
375163991	BRD-K43679064-001-01-6
375163990	BRD-K11599453-001-02-1
375163989	BRD-K16988096-001-01-6
375163988	BRD-K70217569-001-07-8
375163987	BRD-K61484915-001-07-6
375163986	BRD-K15118512-001-01-7
375163985	BRD-K17333735-001-02-9
375163984	BRD-A51994106-001-01-0
375163983	BRD-A35979358-001-08-2
375163982	BRD-A81192511-001-01-4
375163981	BRD-K41490090-001-01-8
375163980	BRD-K21525544-001-02-5
375163979	BRD-K94166530-001-01-8
375163978	BRD-K14197262-001-01-4
375163977	BRD-K37306037-001-02-6
375163976	BRD-K92040397-003-02-3
375163975	BRD-K50115109-001-01-8
375163974	BRD-A78252741-001-01-3
375163973	BRD-K49388317-001-02-1
375163972	BRD-K10143034-001-01-9
375163971	BRD-A37442604-001-08-1
375163970	BRD-A77378818-001-01-5
375163969	BRD-K55604836-001-01-6
375163968	BRD-K22416481-001-01-3
375163967	BRD-K83123070-001-01-8
375163966	BRD-A98975977-001-01-0
375163965	BRD-A76771747-001-01-8
375163964	BRD-A82953184-001-07-1
375163963	BRD-K01291591-001-02-0
375163962	BRD-K85202771-001-07-7
375163961	BRD-A21255705-001-01-8
375163960	BRD-K90354826-001-01-7
375163959	BRD-A32214355-001-01-5
375163958	BRD-A90907982-001-01-4
375163957	BRD-K59144314-001-01-0
375163956	BRD-A83386333-001-01-6
375163955	BRD-A15346429-001-01-8
375163954	BRD-K09548645-001-01-3
375163953	BRD-K66021132-001-01-1
375163952	BRD-A85970709-001-03-7
375163951	BRD-K03406034-001-01-9
375163950	BRD-A03954793-001-01-1
375163949	BRD-K05148105-001-01-9
375163948	BRD-K35097312-001-01-1
375163947	BRD-A35461151-001-07-2
375163946	BRD-A36749432-001-01-3
375163945	BRD-A44036511-001-01-9
375163944	BRD-K55208846-001-02-2
375163943	BRD-K98403453-003-01-0
375163942	BRD-K15345265-001-01-5
