pubchem_sid	brd_id
375217447	BRD-A64955370-001-01-5
375217446	BRD-A62818457-001-01-3
375217445	BRD-K31730796-001-02-4
375217444	BRD-K19690467-001-01-6
375217443	BRD-K48904216-001-01-0
375217442	BRD-K04102348-001-01-4
375217441	BRD-A02273083-001-01-6
375217440	BRD-K07681466-001-01-0
375217439	BRD-K38156162-001-01-3
375217438	BRD-K18958608-001-01-8
375217437	BRD-K87077975-001-01-8
375217436	BRD-K59028254-001-02-5
375217435	BRD-K17967299-001-01-4
375217434	BRD-K30900265-001-01-8
375217433	BRD-K78445192-001-01-5
375217432	BRD-A94629503-001-01-0
375217431	BRD-K25715790-001-01-1
375217430	BRD-K85127282-001-01-1
375217429	BRD-K02832318-001-01-4
375217428	BRD-K76073872-001-02-2
375217427	BRD-K33476093-001-01-4
375217426	BRD-K32658428-001-01-4
375217425	BRD-K85884327-001-01-4
375217424	BRD-A14572129-001-02-1
375217423	BRD-K12689477-001-01-3
375217422	BRD-K62504863-001-01-5
375217421	BRD-K19391891-001-01-7
375217420	BRD-K72439320-001-02-7
375217419	BRD-A32616775-001-01-3
375217418	BRD-A99723089-001-01-8
375217417	BRD-A40417688-001-01-2
375217416	BRD-K11351355-001-01-8
375217415	BRD-A71832957-001-01-8
375217414	BRD-K18564313-001-01-0
375217413	BRD-K06316851-001-02-5
375217412	BRD-A83325114-001-02-7
375217411	BRD-A19477897-001-01-0
375217410	BRD-K47783740-001-01-4
375217409	BRD-K02464012-001-01-5
375217408	BRD-K70671214-001-01-8
375217407	BRD-A28460772-001-01-5
375217406	BRD-K17879639-001-01-0
375217405	BRD-A71412764-001-01-2
375217404	BRD-K33641096-001-01-0
375217403	BRD-K54647950-001-01-6
375217402	BRD-K01655785-001-01-4
375217401	BRD-K68912176-001-01-6
375217400	BRD-K46862523-001-01-0
375217399	BRD-A23392552-001-01-1
375217398	BRD-A47359262-001-01-3
375217397	BRD-K18988157-001-01-0
375217396	BRD-A59086032-001-02-4
375217395	BRD-A54020839-001-02-3
375217394	BRD-K45152236-001-01-5
375217393	BRD-K68945741-001-02-0
375217392	BRD-K24217352-001-01-9
375217391	BRD-K42221431-001-02-2
375217390	BRD-K28245268-001-01-9
375217389	BRD-K02238451-001-01-1
375217388	BRD-K04879335-001-02-0
375217387	BRD-A78890095-001-01-2
375217386	BRD-K84959210-001-01-5
375217385	BRD-K62469382-001-02-1
375217384	BRD-K62134093-001-01-3
375217383	BRD-A14748502-001-01-6
375217382	BRD-A16156471-001-02-5
375217381	BRD-K48617520-001-01-9
375217380	BRD-K94248742-001-01-8
375217379	BRD-A72016885-001-01-4
375217378	BRD-K57414241-001-01-7
375217377	BRD-K53047416-001-01-8
375217376	BRD-A99199735-001-01-9
375217375	BRD-K10227230-001-01-2
375217374	BRD-K14045679-001-01-2
375217373	BRD-K85933594-001-01-5
375217372	BRD-K03577676-001-01-0
375217371	BRD-K95957694-001-02-9
375217370	BRD-A46943491-001-01-8
375217369	BRD-K43140808-001-01-0
375217368	BRD-K31966317-001-01-6
375217367	BRD-K63990210-001-01-5
375217366	BRD-K67266750-001-01-2
375217365	BRD-K37908509-001-02-8
375217364	BRD-K12804126-001-01-3
375217363	BRD-K05285846-001-01-3
375217362	BRD-K31915905-001-02-9
375217361	BRD-K28235777-001-01-4
375217360	BRD-K69594143-001-01-1
375217359	BRD-K97667276-001-01-0
375217358	BRD-K82293373-001-01-4
375217357	BRD-K90749674-001-01-1
375217356	BRD-A94162886-001-02-7
375217355	BRD-K29106352-001-01-9
375217354	BRD-K81925810-001-02-1
375217353	BRD-K90496303-001-01-8
375217352	BRD-K97928007-001-01-2
375217351	BRD-K40254193-001-01-5
375217350	BRD-A63475606-001-02-9
375217349	BRD-K68370446-001-02-9
375217348	BRD-K08710254-001-01-2
375217347	BRD-K59772114-001-02-8
375217346	BRD-K57309368-001-02-4
375217345	BRD-K33036155-001-01-1
375217344	BRD-K89606643-001-01-4
375217343	BRD-A86841553-001-01-0
375217342	BRD-K03798489-001-01-9
375217341	BRD-K55147548-001-01-5
375217340	BRD-A47312065-001-02-9
375217339	BRD-K19590823-001-01-7
375217338	BRD-K85650710-001-01-4
375217337	BRD-K49766914-001-01-7
375217336	BRD-K39620340-001-01-2
375217335	BRD-K33542738-001-02-2
375217334	BRD-K37205953-001-01-2
375217333	BRD-K25830307-001-01-4
375217332	BRD-A15786461-001-02-2
375217331	BRD-K71745828-001-01-7
375217330	BRD-K98428012-001-01-5
375217329	BRD-K73931680-001-01-8
375217328	BRD-K65266637-001-01-3
375217327	BRD-A11345160-001-01-7
375217326	BRD-K34995353-001-01-7
375217325	BRD-K77136870-001-01-0
375217324	BRD-A62885209-001-02-1
375217323	BRD-A82474417-001-01-0
375217322	BRD-A18384013-001-01-8
375217321	BRD-K58812508-001-01-9
375217320	BRD-K36824776-001-01-6
375217319	BRD-K87816780-001-01-4
375217318	BRD-K40556561-001-01-7
375217317	BRD-A69031769-001-01-9
375217316	BRD-A98181825-001-02-7
375217315	BRD-K76491265-001-01-3
375217314	BRD-K08758486-001-01-1
375217313	BRD-A21005370-001-02-9
375217312	BRD-K54407893-001-02-3
375217311	BRD-K78745033-001-01-1
375217310	BRD-K23407715-001-01-9
375217309	BRD-K85472558-001-01-8
375217308	BRD-A38150752-001-01-4
375217307	BRD-K70311722-001-01-6
375217306	BRD-K30419338-001-01-2
375217305	BRD-A25695900-001-01-4
375217304	BRD-K56145151-001-01-6
375217303	BRD-A03837840-001-02-9
375217302	BRD-K11784426-001-01-5
375217301	BRD-A45767839-001-02-1
375217300	BRD-K38782901-001-01-2
375217299	BRD-A36443946-001-01-2
375217298	BRD-K71141773-001-02-2
375217297	BRD-A20332117-001-01-8
375217296	BRD-K82710035-001-01-7
375217295	BRD-A84784365-001-01-2
375217294	BRD-K20367997-001-02-5
375217293	BRD-K87761878-001-02-3
375217292	BRD-K97797122-001-01-1
375217291	BRD-K02135703-001-01-5
375217290	BRD-A83871825-001-01-2
375217289	BRD-K37128782-001-01-3
375217288	BRD-A53034518-001-02-3
375217287	BRD-A90393793-001-01-6
375217286	BRD-K15814996-001-02-4
375217285	BRD-K25353243-001-01-4
375217284	BRD-K99846894-001-01-0
375217283	BRD-K44658020-001-01-2
375217282	BRD-K41879390-001-01-9
375217281	BRD-K45370734-001-01-0
375217280	BRD-A78502104-001-01-2
375217279	BRD-A81541516-001-01-7
375217278	BRD-K83230111-001-02-0
375217277	BRD-A71239811-001-02-0
375217276	BRD-A57282470-001-01-2
375217275	BRD-A47834565-001-02-7
375217274	BRD-K51916174-001-01-8
375217273	BRD-K13621341-001-01-9
375217272	BRD-K02672993-001-02-4
375217271	BRD-K97799773-001-01-9
375217270	BRD-A05196277-001-01-2
375217269	BRD-A87734340-001-01-4
375217268	BRD-K95645631-001-01-8
375217267	BRD-K82670745-001-01-4
375217266	BRD-K55538140-001-02-5
375217265	BRD-A06660044-001-02-6
375217264	BRD-K78827303-001-02-8
375217263	BRD-A03444764-001-02-6
375217262	BRD-K38584174-001-01-2
375217261	BRD-K71833170-001-01-5
375217260	BRD-A61196524-001-02-2
375217259	BRD-A74518548-001-02-4
375217258	BRD-A88586805-001-01-5
375217257	BRD-A96883748-001-02-4
375217256	BRD-A98175793-001-01-9
375217255	BRD-A61033163-001-02-3
375217254	BRD-K22282108-001-01-2
375217253	BRD-K11976388-001-01-3
375217252	BRD-K10020410-001-01-3
375217251	BRD-K56507144-001-02-5
375217250	BRD-K85288870-001-01-9
375217249	BRD-A28033139-001-02-6
375217248	BRD-K45101501-001-01-0
375217247	BRD-A74479158-001-01-2
375217246	BRD-K50129817-001-02-0
375217245	BRD-K44036722-001-01-2
375217244	BRD-A99648577-001-02-4
375217243	BRD-A01394642-001-01-5
375217242	BRD-A29029364-001-02-9
375217241	BRD-A85421357-001-01-0
375217240	BRD-A49056430-001-02-8
375217239	BRD-K40314133-001-01-0
375217238	BRD-A75985631-001-02-2
375217237	BRD-A61760358-001-01-8
375217236	BRD-A30996045-001-02-3
375217235	BRD-A13761792-001-02-7
375217234	BRD-A69413217-001-02-5
375217233	BRD-K04631580-001-01-9
375217232	BRD-K82769478-001-01-7
375217231	BRD-K53646004-001-01-5
375217230	BRD-K02742110-001-01-5
375217229	BRD-K81140840-001-02-1
375217228	BRD-A27175155-001-01-7
375217227	BRD-K76002074-001-01-9
375217226	BRD-A02779166-001-02-0
375217225	BRD-K95034505-001-02-6
375217224	BRD-K48566570-001-01-7
375217223	BRD-K75045452-001-02-9
375217222	BRD-K80910778-001-02-4
375217221	BRD-K75637336-001-01-7
375217220	BRD-A57808596-001-01-3
375217219	BRD-A48199104-001-02-2
375217218	BRD-A33318938-001-01-9
375217217	BRD-K25977901-001-01-3
375217216	BRD-A83903558-001-01-6
375217215	BRD-K25010040-001-02-3
375217214	BRD-A57654094-001-01-8
375217213	BRD-A13052616-001-01-7
375217212	BRD-K24128960-001-02-0
375217211	BRD-K30403020-001-02-7
375217210	BRD-A02938219-001-02-9
375217209	BRD-K43833605-001-02-3
375217208	BRD-A79607076-001-01-2
375217207	BRD-K03872521-001-01-2
375217206	BRD-K92254225-001-02-2
375217205	BRD-K04441012-001-01-1
375217204	BRD-K09271323-001-01-1
375217203	BRD-A20142375-001-02-6
375217202	BRD-A47525334-001-02-1
375217201	BRD-A96285224-001-07-4
375217200	BRD-A17356719-001-02-2
375217199	BRD-K05582192-001-01-3
375217198	BRD-A96168330-001-07-3
375217197	BRD-A74542443-001-02-0
375217196	BRD-A85933571-001-01-4
375217195	BRD-A09817742-001-02-4
375217194	BRD-A65940581-001-01-1
375217193	BRD-K13753151-001-01-9
375217192	BRD-A79328768-001-02-6
375217191	BRD-A63661847-001-01-5
375217190	BRD-A77642256-001-01-3
375217189	BRD-K55761264-001-02-3
375217188	BRD-A10456578-001-01-9
375217187	BRD-K75393170-001-02-4
375217186	BRD-A14950967-001-02-4
375217185	BRD-A86800677-001-01-7
375217184	BRD-K80403864-001-02-5
375217183	BRD-K38734404-001-02-3
375217182	BRD-A59944897-001-01-0
375217181	BRD-A50770406-001-01-2
375217180	BRD-A10189539-001-02-2
375217179	BRD-A14121473-001-02-9
375217178	BRD-A38093729-001-02-4
375217177	BRD-K43623658-001-01-6
375217176	BRD-A10175763-001-02-8
375217175	BRD-A87611904-001-01-2
375217174	BRD-A86751333-001-01-8
375217173	BRD-A17864653-001-01-5
375217172	BRD-K73815516-001-01-3
375217171	BRD-A16748900-001-01-2
375217170	BRD-K33046707-001-01-3
375217169	BRD-K96738674-001-01-8
375217168	BRD-K77177137-001-01-3
375217167	BRD-A91643862-001-02-7
375217166	BRD-A47283184-001-02-8
375217165	BRD-A58449285-001-01-1
375217164	BRD-K93487911-001-01-8
375217163	BRD-K80188255-001-02-9
375217162	BRD-K87811343-001-01-5
375217161	BRD-K08609935-001-01-3
375217160	BRD-K45401249-001-01-1
375217159	BRD-K16019328-001-01-0
375217158	BRD-K27810490-001-02-9
375217157	BRD-A68876036-001-01-5
375217156	BRD-A40867726-001-01-2
375217155	BRD-A50330599-001-01-2
375217154	BRD-A49133587-001-01-8
375217153	BRD-K33256739-001-01-0
375217152	BRD-A84856142-001-01-8
375217151	BRD-K85316587-001-01-2
375217150	BRD-K36872768-001-01-5
375217149	BRD-K38733603-001-02-4
375217148	BRD-K69480715-001-01-1
375217147	BRD-A50565765-001-01-1
375217146	BRD-K95758825-001-02-3
375217145	BRD-A76104821-001-01-1
375217144	BRD-K31692131-001-01-2
375217143	BRD-A35868452-001-01-7
375217142	BRD-K67399062-001-01-4
375217141	BRD-A54619680-001-01-4
375217140	BRD-A58643050-001-02-0
375217139	BRD-K78335764-001-02-4
375217138	BRD-A85346803-001-01-9
375217137	BRD-A81093626-001-01-6
375217136	BRD-A97698991-001-01-1
375217135	BRD-K82194240-001-01-5
375217134	BRD-A31834870-001-01-7
375217133	BRD-K08571788-001-02-1
375217132	BRD-A78162076-001-02-7
375217131	BRD-A39750976-001-03-6
375217130	BRD-K02932008-001-02-5
375217129	BRD-K16662929-001-02-8
375217128	BRD-A79986633-001-01-6
375217127	BRD-K70481617-001-02-3
375217126	BRD-K02447358-001-01-2
375217125	BRD-K65038175-001-01-4
375217124	BRD-A04717524-001-01-7
375217123	BRD-K19238954-001-01-4
375217122	BRD-K90532985-001-01-5
375217121	BRD-K04435824-001-01-1
375217120	BRD-A26614150-001-01-1
375217119	BRD-K67876720-001-01-5
375217118	BRD-A95570879-001-01-1
375217117	BRD-A41080356-001-01-8
375217116	BRD-A80340564-001-02-4
375217115	BRD-K57166496-001-01-5
375217114	BRD-K55140707-001-01-7
375217113	BRD-K36264744-001-01-4
375217112	BRD-K30568732-001-02-6
375217111	BRD-A43945428-001-01-4
375217110	BRD-K01673713-001-01-4
375217109	BRD-K52428057-001-01-5
375217108	BRD-K24128990-001-01-6
375217107	BRD-K32489956-001-01-4
375217106	BRD-K90652727-001-01-4
375217105	BRD-K84056687-001-02-2
375217104	BRD-K27635905-001-02-9
375217103	BRD-A45563677-001-01-1
375217102	BRD-K55549293-001-01-9
375217101	BRD-K84465970-001-01-3
375217100	BRD-A73453619-001-01-1
375217099	BRD-K57104072-001-01-8
375217098	BRD-K11775897-001-02-1
375217097	BRD-A57268783-001-02-1
375217096	BRD-K95351417-001-01-3
375217095	BRD-K37913482-001-01-1
375217094	BRD-K28959594-001-02-8
375217093	BRD-K28519171-001-01-3
375217092	BRD-K00536722-001-01-3
375217091	BRD-K84313983-001-01-0
375217090	BRD-K89832913-001-01-9
375217089	BRD-A38960578-001-01-8
375217088	BRD-K39267488-001-01-4
375217087	BRD-A70697259-001-02-9
375217086	BRD-K60380360-001-01-0
375217085	BRD-K80238045-001-02-7
375217084	BRD-A92017090-001-01-9
375217083	BRD-K72208996-001-01-1
375217082	BRD-A42970576-001-02-1
375217081	BRD-K15054416-001-02-9
375217080	BRD-K50337727-001-02-8
375217079	BRD-K46883354-001-01-0
375217078	BRD-K19698048-001-01-7
375217077	BRD-K80921448-001-02-1
375217076	BRD-K93370379-001-01-1
375217075	BRD-K55067190-001-01-6
375217074	BRD-A03390223-001-01-8
375217073	BRD-K37265394-001-01-3
375217072	BRD-K32546612-001-03-3
375217071	BRD-K32516115-001-01-2
375217070	BRD-A41797352-001-01-1
375217069	BRD-K70256466-001-01-3
375217068	BRD-K79469673-001-02-0
375217067	BRD-K77293048-001-01-6
375217066	BRD-K40999426-001-01-4
375217065	BRD-A01031979-001-01-6
375217064	BRD-A22222131-001-01-1
375217063	BRD-A11639947-001-01-3
375217062	BRD-A36772934-001-02-6
375217061	BRD-K82311532-001-01-2
375217060	BRD-K57757998-001-01-4
375217059	BRD-K92317731-001-02-4
375217058	BRD-A75830916-001-01-8
375217057	BRD-K54194311-001-01-3
375217056	BRD-K88316576-001-02-0
375217055	BRD-A89172426-001-01-2
375217054	BRD-A07939021-001-02-0
375217053	BRD-A21006912-001-01-4
375217052	BRD-K28716885-001-02-0
375217051	BRD-K63587354-001-01-5
375217050	BRD-K44688399-001-01-2
375217049	BRD-A68295660-001-01-1
375217048	BRD-K84702174-001-01-3
375217047	BRD-A89047912-001-01-7
375217046	BRD-A28875095-001-02-2
375217045	BRD-A82601335-001-01-7
375217044	BRD-A09376500-001-01-5
375217043	BRD-A21231914-001-02-4
375217042	BRD-K28024487-001-01-3
375217041	BRD-K19114303-001-02-3
375217040	BRD-A60716793-001-01-4
375217039	BRD-K79116875-001-01-5
375217038	BRD-K80762638-001-01-1
375217037	BRD-A24137967-001-01-8
375217036	BRD-K20307058-001-01-9
375217035	BRD-A10146494-001-02-5
375217034	BRD-K45847770-001-02-0
375217033	BRD-K88485937-001-01-9
375217032	BRD-K38070388-001-01-4
375217031	BRD-K35287749-001-01-1
375217030	BRD-K89141188-001-01-3
375217029	BRD-K94656877-001-01-9
375217028	BRD-K76585121-001-01-6
375217027	BRD-A35285977-001-01-0
375217026	BRD-A74907221-001-02-3
375217025	BRD-K96255098-001-01-1
375217024	BRD-K10527796-001-01-1
375217023	BRD-K11386487-001-01-5
375217022	BRD-K25487729-001-02-1
375217021	BRD-A41017054-001-01-5
375217020	BRD-A06029060-001-01-5
375217019	BRD-A13052625-001-01-6
375217018	BRD-K96456945-001-01-0
375217017	BRD-K02558952-001-01-6
375217016	BRD-K76240337-001-01-8
375217015	BRD-A28040766-001-01-3
375217014	BRD-K36788383-001-02-6
375217013	BRD-K85630065-001-01-7
375217012	BRD-K43667565-001-01-5
375217011	BRD-A78671360-001-01-4
375217010	BRD-K81117082-001-01-8
375217009	BRD-K95829994-001-01-9
375217008	BRD-K35256786-001-01-0
375217007	BRD-K16596717-001-01-6
375217006	BRD-A35652672-001-01-9
375217005	BRD-K39058694-001-01-7
375217004	BRD-A88204564-001-02-4
375217003	BRD-K02231167-001-02-9
375217002	BRD-A19574041-001-01-9
375217001	BRD-K68416263-001-01-2
375217000	BRD-A76509858-001-01-7
375216999	BRD-K92398043-001-01-9
375216998	BRD-K06823646-001-01-2
375216997	BRD-A82402625-001-01-9
375216996	BRD-K40978057-001-02-2
375216995	BRD-K01005630-001-02-7
375216994	BRD-K51565562-001-01-3
375216993	BRD-K57381262-001-01-2
375216992	BRD-A48733922-001-01-0
375216991	BRD-K53624735-001-01-8
375216990	BRD-K79470757-001-01-9
375216989	BRD-A25643530-001-01-2
375216988	BRD-A37956140-001-01-6
375216987	BRD-K17214712-001-01-0
375216986	BRD-K67091045-001-01-9
375216985	BRD-K08934136-001-01-2
375216984	BRD-K08827194-001-01-7
375216983	BRD-K48608496-001-01-8
375216982	BRD-A09361006-001-01-6
375216981	BRD-A17586676-001-01-7
375216980	BRD-A19671581-001-01-9
375216979	BRD-A95877898-001-02-5
375216978	BRD-K30027559-001-01-5
375216977	BRD-K36676420-001-01-0
375216976	BRD-K72036870-001-01-7
375216975	BRD-K69488930-001-01-3
375216974	BRD-K31724762-001-01-9
375216973	BRD-A76205040-001-01-1
375216972	BRD-K00541649-001-01-3
375216971	BRD-K73339975-001-01-8
375216970	BRD-K68993651-001-01-0
375216969	BRD-A67432615-001-01-7
375216968	BRD-A24540757-001-01-7
375216967	BRD-A51677646-001-01-8
375216966	BRD-K90955913-001-01-5
375216965	BRD-A86796191-001-02-2
375216964	BRD-K91220046-001-01-3
375216963	BRD-A54364513-001-01-0
375216962	BRD-K13742403-001-02-6
375216961	BRD-K65008109-001-01-8
375216960	BRD-K21584382-001-01-9
375216959	BRD-K03682559-001-01-0
375216958	BRD-A52603084-001-01-2
375216957	BRD-K63275174-001-01-5
375216956	BRD-K43367622-001-01-3
375216955	BRD-K75467129-001-02-8
375216954	BRD-K71710211-001-02-4
375216953	BRD-A03515654-001-02-6
375216952	BRD-K67146868-001-01-5
375216951	BRD-K29150932-001-01-6
375216950	BRD-K02803102-001-02-3
375216949	BRD-A33419743-001-01-0
375216948	BRD-K84573891-001-01-0
375216947	BRD-K34035549-001-01-7
375216946	BRD-K28128495-001-02-0
375216945	BRD-K05753979-001-02-7
375216944	BRD-A13787788-001-01-0
375216943	BRD-A24600987-001-01-1
375216942	BRD-K34508330-001-01-6
375216941	BRD-K49332298-001-03-0
375216940	BRD-K62320414-001-01-0
375216939	BRD-K98664213-001-01-2
375216938	BRD-A84077824-001-01-6
375216937	BRD-A86759987-001-02-8
375216936	BRD-K90305122-001-01-0
375216935	BRD-A30828592-001-02-5
375216934	BRD-K37351252-001-01-2
375216933	BRD-K27060453-001-01-8
375216932	BRD-A23170388-001-01-1
375216931	BRD-A41874154-001-01-8
375216930	BRD-A21585301-001-01-6
375216929	BRD-K04394302-001-01-1
375216928	BRD-K65688452-001-01-0
375216927	BRD-K30266359-001-02-9
375216926	BRD-A91166246-001-01-8
375216925	BRD-A02264302-001-01-0
375216924	BRD-K43476895-001-02-0
375216923	BRD-K72934265-001-02-4
375216922	BRD-A35879359-001-01-8
375216921	BRD-K48863563-001-01-7
375216920	BRD-A73723234-001-02-0
375216919	BRD-A75666393-001-01-8
375216918	BRD-A08015455-001-01-5
375216917	BRD-K57851069-001-02-7
375216916	BRD-K96466114-001-01-4
375216915	BRD-K71846444-001-01-7
375216914	BRD-K91182653-001-01-9
375216913	BRD-K10610904-001-02-2
375216912	BRD-A81630404-001-01-3
375216911	BRD-A17609235-001-02-9
375216910	BRD-K49729601-001-01-3
375216909	BRD-K25309866-001-02-0
375216908	BRD-A33025961-001-01-0
375216907	BRD-K67613952-001-01-1
375216906	BRD-K43001027-001-02-7
375216905	BRD-A71533959-001-01-0
375216904	BRD-K28359531-001-01-9
375216903	BRD-K85968323-001-02-7
375216902	BRD-K43532033-001-01-5
375216901	BRD-K67261664-001-01-8
375216900	BRD-K67571096-001-01-8
375216899	BRD-A94388131-001-02-1
375216898	BRD-K35866577-001-01-9
375216897	BRD-K88942925-001-02-1
375216896	BRD-K35294560-001-01-3
375216895	BRD-K68468816-001-01-5
375216894	BRD-A80774457-001-02-4
375216893	BRD-A87832568-001-01-1
375216892	BRD-A41746963-001-01-9
375216891	BRD-K58878345-001-01-7
375216890	BRD-A25156546-001-01-7
375216889	BRD-K39896957-001-01-2
375216888	BRD-K93424615-001-01-0
375216887	BRD-A99795775-001-01-5
375216886	BRD-A49190468-001-01-2
375216885	BRD-K10367296-001-02-5
375216884	BRD-A24296052-001-01-8
375216883	BRD-K51001758-001-01-3
375216882	BRD-K01631252-001-01-9
375216881	BRD-K34197733-001-01-1
375216880	BRD-A65421605-001-01-4
375216879	BRD-A62929682-001-01-5
375216878	BRD-K07716156-001-01-9
375216877	BRD-K22679119-001-01-6
375216876	BRD-A90897597-001-01-4
375216875	BRD-A25324638-001-01-0
375216874	BRD-A33244941-001-01-2
375216873	BRD-K66309347-001-01-1
375216872	BRD-K38910822-001-01-5
375216871	BRD-A69638403-001-01-3
375216870	BRD-K01464411-001-01-3
375216869	BRD-K48208979-001-02-1
375216868	BRD-A70743614-001-01-3
375216867	BRD-A56311033-001-01-0
375216866	BRD-K59463783-001-01-6
375216865	BRD-A12947422-001-01-3
375216864	BRD-A71211361-001-02-3
375216863	BRD-A72497331-001-01-6
375216862	BRD-A24084980-001-02-3
375216861	BRD-K25593281-001-01-8
375216860	BRD-A14614843-001-01-8
375216859	BRD-K34551607-001-02-0
375216858	BRD-A26163468-001-01-6
375216857	BRD-A46874629-001-01-0
375216856	BRD-A18037442-001-01-3
375216855	BRD-K28324261-001-01-9
375216854	BRD-A67059455-001-01-1
375216853	BRD-K25904909-001-01-9
375216852	BRD-A98406921-001-01-3
375216851	BRD-K32217016-001-01-7
375216850	BRD-K40057700-001-01-8
375216849	BRD-A91413466-001-01-7
375216848	BRD-K91742526-001-01-5
375216847	BRD-K48192724-001-01-7
375216846	BRD-K27124483-001-01-6
375216845	BRD-K78003098-001-01-7
375216844	BRD-K64988238-001-01-6
375216843	BRD-A88353759-001-02-4
375216842	BRD-A64150631-001-01-8
375216841	BRD-K66811017-001-01-5
375216840	BRD-A52422127-001-01-6
375216839	BRD-K83207448-001-01-4
375216838	BRD-K38287592-001-02-4
375216837	BRD-A02492004-001-02-6
375216836	BRD-K25838160-001-01-3
375216835	BRD-A98367568-001-01-5
375216834	BRD-K78318773-001-01-1
375216833	BRD-K15109466-001-01-2
375216832	BRD-K91003967-001-02-6
375216831	BRD-K40433613-001-02-5
375216830	BRD-K63849377-001-02-0
375216829	BRD-K19807446-001-01-2
375216828	BRD-A02678270-001-01-9
375216827	BRD-K98546142-001-02-5
375216826	BRD-K22802911-001-02-2
375216825	BRD-K02106389-001-02-5
375216824	BRD-A27433026-001-01-7
375216823	BRD-K27009759-001-01-6
375216822	BRD-K42513329-001-02-7
375216821	BRD-K80133758-001-01-9
375216820	BRD-A90073174-001-01-3
375216819	BRD-K60012974-001-01-7
375216818	BRD-K60121048-001-01-8
375216817	BRD-A07974250-001-01-1
375216816	BRD-K61643351-001-01-1
375216815	BRD-A96727146-001-02-1
375216814	BRD-A02460202-001-02-3
375216813	BRD-K50346499-001-01-7
375216812	BRD-K39709993-001-01-3
375216811	BRD-K79930134-001-02-4
375216810	BRD-K47437764-001-02-6
375216809	BRD-K15048141-001-02-3
375216808	BRD-A42922273-001-02-8
375216807	BRD-K80453357-001-01-6
375216806	BRD-K06125345-001-02-4
375216805	BRD-K60958794-001-01-9
375216804	BRD-K05612791-001-01-3
375216803	BRD-K36113314-001-01-3
375216802	BRD-K51626858-001-01-6
375216801	BRD-A55772536-001-02-4
375216800	BRD-K21709457-001-02-0
375216799	BRD-K67213143-001-01-0
375216798	BRD-K11168942-001-01-6
375216797	BRD-K10485661-001-01-4
375216796	BRD-K28240638-001-02-1
375216795	BRD-A77555605-001-01-5
375216794	BRD-K83394934-001-01-1
375216793	BRD-K20773696-001-02-8
375216792	BRD-A42010886-001-01-3
375216791	BRD-K46978623-001-02-1
375216790	BRD-A28299118-001-02-8
375216789	BRD-A84352491-001-01-5
375216788	BRD-K36528200-001-02-7
375216787	BRD-K27719999-001-02-8
375216786	BRD-A54288979-001-01-8
375216785	BRD-K04460859-001-01-7
375216784	BRD-K63553625-001-01-0
375216783	BRD-K53938197-001-01-3
375216782	BRD-A29128494-001-01-4
375216781	BRD-K12093606-001-02-0
375216780	BRD-K94453936-001-02-8
375216779	BRD-K31481286-001-01-3
375216778	BRD-K05378308-001-01-7
375216777	BRD-A36320228-001-02-9
375216776	BRD-K38029609-001-01-3
375216775	BRD-K67076896-001-01-0
375216774	BRD-A50384631-001-01-9
375216773	BRD-A02063594-001-01-3
375216772	BRD-K63816898-001-01-1
375216771	BRD-A23288020-001-01-5
375216770	BRD-A15779293-001-01-3
375216769	BRD-K30735294-001-01-3
375216768	BRD-A72611877-001-02-0
375216767	BRD-K17151059-001-01-5
375216766	BRD-K27766094-001-01-5
375216765	BRD-A28635780-001-01-2
375216764	BRD-A33873693-001-01-8
375216763	BRD-K74204387-001-01-5
375216762	BRD-K87066757-001-01-5
375216761	BRD-K05778047-001-01-4
375216760	BRD-K89767310-001-01-6
375216759	BRD-A70306889-001-01-7
375216758	BRD-K58708971-001-01-7
375216757	BRD-K24892639-001-01-4
375216756	BRD-A10814127-001-01-5
375216755	BRD-A99109967-001-01-7
375216754	BRD-A43400243-001-01-3
375216753	BRD-K11965058-001-01-5
375216752	BRD-K19385789-001-01-4
375216751	BRD-K76142683-001-02-4
375216750	BRD-A54710510-001-01-7
375216749	BRD-K32512036-001-02-5
375216748	BRD-K39371128-001-01-0
375216747	BRD-K92046688-001-01-4
375216746	BRD-K45531407-001-01-3
375216745	BRD-A24377296-001-02-0
375216744	BRD-K37621423-001-01-2
375216743	BRD-K40440016-001-01-5
375216742	BRD-K63374906-001-02-9
375216741	BRD-K34435727-001-01-3
375216740	BRD-A41120428-001-01-6
375216739	BRD-K45289300-001-01-6
375216738	BRD-K44457183-001-02-0
375216737	BRD-K34730052-001-02-0
375216736	BRD-K62836056-001-01-8
375216735	BRD-A74936376-001-02-5
375216734	BRD-K88421169-001-02-1
375216733	BRD-A72574136-001-01-9
375216732	BRD-A89218318-001-02-2
375216731	BRD-A98791875-001-01-4
375216730	BRD-K27988471-001-02-6
375216729	BRD-K61337312-001-01-8
375216728	BRD-K24206331-001-01-8
375216727	BRD-A63687959-001-01-4
375216726	BRD-K32325302-001-01-1
375216725	BRD-K17896934-001-02-4
375216724	BRD-K87922921-001-02-8
375216723	BRD-A76692542-001-02-1
375216722	BRD-K45392034-001-01-1
375216721	BRD-A26539994-001-01-0
375216720	BRD-K55959640-001-02-8
375216719	BRD-K27068200-001-01-7
375216718	BRD-A49597231-001-01-4
375216717	BRD-K13032756-001-02-5
375216716	BRD-K59806630-001-01-1
375216715	BRD-K98294843-001-01-6
375216714	BRD-K38701959-001-01-3
375216713	BRD-K39647514-001-01-5
375216712	BRD-A73956984-001-02-8
